usuario,followers,friends,tweet,retweets
Alejand90649430,14,13,1,1
migueltet,69,185,2,0
esgarfer,198,386,1,0
oceanpanel,1086,442,1,0
LisethParra13,16,434,1,0
SmartBe_fr,2378,1006,1,0
aibrah,1892,3268,1,0
Lilianamaguti,291,535,1,0
JonAyllon,170,437,1,0
Gabriel07033891,4,2,2,0
ECU911Esmeralda,17544,450,1,0
liquencity,506,141,1,1
JaimeArmarioB,229,375,1,0
_ClaraEstrela,82,359,1,0
aguaseguraec,68,467,1,0
Pepenavarretetu,3574,5001,1,0
ppenacha,339,227,1,0
maperezleon,1875,2099,4,0
gilalfon,49,162,1,0
PactoGlobalEcua,8936,600,4,13
janetlldm,35,33,1,0
luisalemejia,165,229,2,0
auditor_qhse,484,1007,2,0
alicmedinah,26,131,1,0
juanicoha,35,68,1,0
pereiraUA,715,1980,1,0
CanadeviM,1,6,1,0
zibersanti,2135,2436,5,0
honeggermolina,3082,55,1,0
SernaCarmen,377,618,1,0
MAEChimborazo,2465,589,2,1
ZaragozaCFF,9704,236,0,1
julianjimenezr9,236,1276,1,0
Stefy_Rago6,127,200,1,0
Pao_PintoV,9,41,1,0
IncubaTalento,121,44,0,1
rhortam,448,1874,1,0
AnaVict22146929,22,38,5,0
PaseoBuenPastor,12704,1114,1,0
percheroazul,218,750,1,0
NLagroEspana,973,419,5,10
FundacionEMM,3842,840,1,0
victorgochi,3165,3604,1,0
LuisSantidrian,704,833,1,0
IlexEmpresa,805,826,1,0
32alvarogarcia,13697,343,1,1
Isabel_Butron_M,339,278,0,1
EqHuellaCmontes,350,580,3,0
ColegioHerma,369,217,2,1
mcatalinavr,50,376,1,0
InjuvChile,99564,7690,3,0
LuGomR89,375,775,2,0
ALCNoticias_Esp,1109,715,0,1
CgEspBahiaBlanc,1633,400,2,0
CaroMachado13,314,419,0,1
mendonia69,327,961,2,0
joseanRdelaCRUZ,336,321,7,0
CruzRojaProvTfe,9670,717,0,6
LATU_uy,1582,131,0,1
IsabelStMalo,83321,1086,0,1
rtamayo137,657,762,0,1
BarruetaMarleny,91,101,2,0
efrainSale,185,1045,1,0
palaciosvpatty,771,977,1,0
gggimex,669,396,1,0
HersevMint,193,604,1,0
Mirrey_leon,17,7,2,0
mrikelme,121981,32260,1,0
backtoeco,1223,1269,1,0
Mlopezvi,292,395,3,2
institutomora,23764,816,1,0
jacobocp,1777,841,1,0
PiccoloGarcia,99,166,1,0
mrsnorris,1305,1287,2,0
roxanarouset,19,331,1,0
MoirMiguelangel,349,193,2,0
VincentCoyle1,41290,105,1,0
DlviaG,12,15,2,0
GuadalupeA1212,48,71,1,0
aprofexminrel,486,218,2,0
alonsolizarza,1012,684,1,0
feyts_uva,2865,320,1,0
donramon76,243,43,1,0
AtlasOaxaca,176,45,2,0
manuelborobio,533,314,1,0
AdriVasseur,10,47,1,0
Agro5RNE,1448,1575,1,0
ICEX_,68982,7637,0,2
CEUAndalucia,5429,4049,0,1
Circo_Reciclado,590,579,1,0
fer_eco,403,1082,1,0
CIRIEC_Esp,2051,1000,5,12
ffe_es,6648,1032,1,0
antoniojaguiIar,504,549,3,1
MGG_2012,2709,4971,1,1
cuardiacm,92,207,1,0
CooperacionAND,2057,558,7,1
JavierMarugan,26,120,1,0
duvides,851,998,2,0
oibescoop,183,89,1,4
Marc_fariasRRHH,228,496,1,0
almu_hs,859,361,3,0
jaagr,473,691,1,0
Aebanca,888,423,0,1
jdongil,77,217,1,0
BASF_AgroES,2176,998,1,0
UAM_Madrid,52967,899,1,0
yovannety,90,154,1,0
FGarciadeSola,180,241,0,1
mar_sanchez1410,120,344,1,0
rafaarre,1925,1600,1,0
PUMUKICRAZY,114,152,1,0
EmbEspMex,6545,93,2,0
cescyl,2286,986,3,3
MiguelCornejoR,263,301,1,0
Desiderio2015,3515,3530,1,0
IVANQUI92948342,14,14,1,0
dopaga,89,146,1,0
ComprasRD,20276,2437,0,1
TommyTopic,194,348,1,0
BasqueFoodClust,540,747,0,1
rubencarricondo,367,1743,12,0
jdmontenegro79,158,329,1,0
C_gutierrez_,61,116,1,0
EdisonPaIs,70,189,2,0
pablomartin78,1841,2820,1,3
Miguelrherrera,692,1842,7,0
ccapriata,59,473,1,0
MarLucyPC,501,732,1,0
ionaro,229,160,1,0
FBernalP,2534,3028,1,0
SDGChangemakers,2630,213,8,0
ChechuFalcon,926,480,0,1
francoaaana77,6,233,1,0
carrillo_almu,560,557,1,0
universidad_um,831,178,1,0
lizqcano,13,45,1,0
RaulVS72,691,474,1,0
CERMICLM,4976,1337,1,0
juan_otegui,225,88,1,1
LeonaMachado,232,743,0,1
falvarezcano,6958,4509,1,0
JumaMiranda,74,117,2,0
CarlosdelaMora8,850,532,1,0
scw2eu,1822,1850,1,0
Matico50157388,5,137,1,0
ForoAstSost,1648,696,2,0
jbparalax,962,915,0,1
mariarubiom,2999,1366,0,1
arielhre,238,473,1,0
Jonathan_JM06,86,605,1,0
Belgezuelien,1776,999,1,0
Placidopv,2692,4841,1,0
carlostapiac,1437,1508,1,0
_Javi_Sanchez_,56,35,2,0
selvinrivas76,1491,2576,0,5
marielepacheco,81,170,1,0
santiagolvarez,1089,594,1,0
gonzalingrid,42,248,1,0
DAVIDcllm,138,179,1,0
alvagonsa,1041,2631,4,0
pro_business,86,321,1,0
TurismoSpain,48996,1981,1,0
BBK_Behatokia,414,955,0,4
ISOVERes,6020,875,0,1
AngelaAraya,1103,845,1,0
CalamuchitaUcr,324,289,2,0
ahuertasmejias,10140,482,0,1
hquelal1974,51,275,1,0
clycme,792,712,0,1
ccnn1_CFIEVA,291,186,3,0
RedCuencas,1526,1323,1,0
Perriwy,2465,2293,1,0
ElizabethRL21,559,766,1,0
CommunityCmt,70,256,0,2
CGEspRoma,1202,109,1,1
barriousera,371,462,1,0
DiegoAGC87,126,347,1,0
maite1espinosa,1148,1415,1,0
further_es,4271,195,1,0
forero_claudia,5,9,1,0
EdwinMa89940949,38,86,2,0
yureoli,39,984,1,0
sofsantamarina,222,662,2,0
FademurM,29,91,1,0
katyherreroruiz,268,330,1,0
Cajamar,8525,2668,1,0
erikareyesolv1,38,86,2,0
Carlabacigalupo,8254,1206,1,0
CynthiaCor26,112,222,1,0
PracticaOds,26,163,0,4
Futureco_BioSci,423,543,0,2
ECU911_,470231,570,0,1
caritaSonriente,297,749,0,1
rodriguezmilton,406,485,1,0
carlos_hidalgo1,364,348,3,3
aytocasar,1017,240,0,1
mikel_fuente,549,800,1,0
cavallejoan,264,138,0,1
AlvaroSEIASA,106,242,3,0
Juventud_Parla,1613,521,0,1
Leohernandez_,2161,1491,9,1
LaNaveMadrid,3542,773,8,2
isanpico,754,1090,1,0
t3nyo,204,2198,1,0
pablopascale,1935,803,1,1
DPPF_LTU,20,16,1,0
LCharliac,48,516,0,3
La_Cuadra_Gijon,1820,3339,0,3
LatamAdecco,319,42,0,1
MCarmenBaena,533,404,0,1
mgavironda,1062,2855,1,0
Agenda2030MX,5665,2670,0,5
ROBERTOCHIAZZAR,1840,481,2,0
agrispanje,457,210,3,0
pjosabad,26,8,0,1
LourdeReye,33,59,2,0
RaquelPVeloso,1805,1887,2,0
MariaSe62838170,227,574,1,0
Gonza_Corales,164,258,1,0
MagdaRaudales,73,81,5,0
SubGobHuelva,1530,436,1,0
crisyuste66,498,261,1,0
jpcrettino,425432,214,1,0
NataliaGarayM,250,327,1,0
eigonvic,46,177,1,0
AviyeliN,3,11,1,0
SIIConcatel,1488,1384,1,0
ConchiConceglez,317,568,1,0
chuyaldreteomit,9,27,1,0
signusecovalor,8685,2091,1,0
IEU_UN,2742,723,0,2
franciscobald11,529,2822,1,0
fermaragano,1329,1614,0,4
latataguerrero,1249,1152,1,0
Noticias24horas,49451,17477,1,0
Carcelen3,1049,858,2,0
IvanForero4,1681,3334,1,0
OviedoFidel,8553,3297,4,0
davidcostapra,246,267,1,0
CONFIEP,17789,817,0,2
ConsuladoEspHK,1168,310,1,0
AllendeEdu,333,439,0,1
Cinthyaevas,25,76,1,0
LmReillo,934,1021,1,0
EspacioOEI,65036,1279,1,0
Cruzrojafuenla,284,83,1,0
Udalsarea2030,1175,724,0,1
RosyEscobedoV,61,148,0,1
mariemento,1502,1965,1,0
Paula_S19,72,102,1,0
kbocanegra21,4,67,1,0
CuencaCircular,471,606,1,0
FmBierzo,630,1936,1,0
josesalinas,244,247,2,0
Ecu911Babahoyo,10804,866,1,0
LeonorPenafiel1,187,661,1,0
AdrinBorquez1,85,205,1,0
imaeso,341,974,1,1
GaboDiaz,515,687,2,0
CynthiaR_Ec,244,1811,0,2
mariangel1980_8,810,690,1,0
SaveChildrenAn,516,559,0,1
Varmond_School,380,73,0,1
MTPDASI,590,1648,1,0
Alejap1p,10,39,2,0
Kstor14,1374,1388,1,0
azcano50,88,190,1,0
karla33442,8,166,1,0
UNFPAColombia,3579,600,1,5
itdupm,2305,1351,3,2
innpactia,1685,1414,0,3
PSOEC,2611,582,1,0
TrForcelledo,342,475,1,0
LegisAbiertaMza,3756,649,0,1
Jose_Pacheco15,745,898,2,0
natypoma,1714,1473,1,0
taniaafrancoo12,14,142,1,0
CAIZ_ECUADOR,2369,546,1,0
ADEX_PERU,26788,408,2,0
raizdedos,107,379,1,0
laquerie,219,1016,2,0
mariasuva,964,1569,1,0
ayt0r,534,301,0,1
abelaro0806,125,51,2,0
FabiolaOPerales,980,1397,1,0
ChonRoldanP,4042,4957,1,0
DNP_Colombia,193943,1276,2,0
MdzaDin,462,457,1,0
MAVazquez22,4415,2546,1,0
EmpresAbility,10852,8987,1,4
direccionpro,266,124,1,0
GonzaloChM4,39,31,1,0
PazzzG,1041,967,1,0
skynetsystems_,58,272,1,0
incatema,616,2034,0,8
Marta_Fraile,64,214,1,0
africamarta1,9,48,2,0
Lozenteno,247,1062,1,0
alejovargasve,12879,708,1,0
liberfg,450,1340,1,0
MontalvanPatty,2,15,3,0
JoseMadrigal92,168,612,1,0
csachezro,321,780,2,0
crimensalamanca,322,268,1,0
AlcaldesMexico,46148,24662,0,5
sebalunatuc,237,544,1,0
aleita_mera,447,553,1,0
JPanamariac,33,165,1,0
drabdiel,670,392,1,0
JoseFarhatok,634,605,0,1
El_Oriente,3052,3697,1,1
EAPNMurcia,760,463,0,2
HirlandaV,530,1718,2,0
FAOEcuador,7361,1144,0,5
GVA_CEACV,2265,128,2,0
Rafael05389157,19,20,1,0
SMNARANCOAV,716,429,0,3
ClusterMMA,823,613,3,0
MUNICIPIUMtwitt,840,661,0,3
gonzaloLadoA,1421,591,1,1
migue_lothar,90,328,2,0
Geneve3016,302,4999,1,0
Pincapriohotma1,184,3624,1,0
georgelainn,178,162,1,0
Beadelvall,1011,1175,1,0
Wairaure,122,360,1,0
Arias7Yony,254,397,2,0
PROITA,5396,1970,2,0
miguelclz,96,87,1,0
pactocolombia,10559,2451,1,15
Bernard80877262,23,441,1,0
CoahuilaMagico,342,588,1,0
Closefunding,2219,1881,1,0
fiturnext,164,265,0,1
anaduranpila,395,587,1,0
jgarciadv1,1165,1159,5,1
traperoshuelva,511,410,0,1
Andrea_Guiterre,132,149,1,0
asterixjuan,421,649,1,0
Lupesanchez9,437,280,2,0
lucylarrosa2014,235,312,0,3
GuillermoDOXA,542,174,1,0
DentsuAegisES,1742,1056,0,1
AnaBarrero,2267,1655,1,0
mfernandezsanz,287,297,1,0
ambientosfera,4267,2131,2,0
lindamarchuk,1251,1512,1,0
zavalajosec,27,220,1,0
IvanFdez19,824,591,1,0
ruizana440,230,318,2,0
cartgi,188,208,1,0
VNUMexico,1796,156,0,1
EmbEsEslovaquia,1469,235,0,2
malenaacostam,26,78,1,0
leticiapaul15,29,65,1,0
CEJUM_GobOax,1925,591,1,0
NormaCerratohn,42,183,0,1
paujohnsonn,308,171,1,0
PedroApezteguia,2703,470,1,0
JohnyAriza1,76,43,1,0
tengo_hogar,468,315,0,1
SaccoIre,643,985,1,1
vicente8181,7,71,2,0
deportes_unizar,1332,387,2,0
JA_Mondejar,912,739,1,0
ValeGMaduro,4514,1316,1,0
coopera_euskadi,447,461,1,0
joreyes6,421,1418,3,1
gervasonivila,1533,1054,1,0
StaMMicaela,206,119,2,0
EthicsRetweet,1028,89,1,0
ObservatoriCat,477,425,1,0
albertointernet,1476,1855,1,0
HNtransparencia,298,1220,0,1
marijosidemaya,432,389,1,0
FundlaCaixa,140683,3407,0,1
karilamodelo,74,174,3,0
ElenaValenciano,32264,8801,1,0
LJarava,648,856,0,3
rencj_cruz,4,7,1,0
sgaticam,1082,1509,1,1
ja_calle,811,841,1,1
aliciaheral,47,82,0,1
Luis_CalleG,256,43,1,0
AnyelinEmma,19,145,1,0
antgalan,14865,11665,7,0
ajcolombano,533,803,1,0
CarmenR65542437,7,10,1,0
ikermontes1,218,292,0,1
UNICEF_Madrid,346,217,1,0
ecoalf,7788,1818,1,0
BrannCL,9,2,1,0
evadhb,79,124,2,0
rdovalencia,56,119,0,1
KSantacruzM,45,198,1,0
andece_general,2996,2128,0,1
doxser_IT,65,75,1,0
Mike_SalinasM,357,2718,2,0
antoniollorsi,276,219,1,0
ICOMOS_CNE,945,106,1,0
SEXComDig,78,274,1,0
Dmareado,42,130,1,0
deb_villalba,175,165,1,0
EmbEspEstocolmo,3638,855,2,0
Pato_Rubio43,137,176,2,0
ccaburrasur,1441,131,0,1
markk88anto2,174,252,3,0
Burgos_Gob,783,472,1,0
juanfco90,229,948,1,0
NomadaEterna,963,718,1,0
VNUColombia,494,359,1,0
ARparedes13,154,44,1,0
Troposfera,8901,5581,2,0
banconalpa,4133,302,0,1
COP25CL,9375,70,1,0
ongawaclm,265,517,1,0
gaiden771207,38,150,1,0
DSocialLosLagos,3228,479,1,0
TupapeleoC,42,138,1,0
aidpr19,136,756,1,0
SMulayali,527,1010,1,0
JosuEtxebarria1,685,424,2,0
diegodob,75,264,1,0
RSenlaJusticia,250,230,1,1
gardenhotels,1494,1352,0,1
xemagil,2145,1868,0,3
javiercarro,117,92,1,0
CircularProject,4545,2874,2,5
AAECAD,3286,1874,2,0
alvaro_garo,78,577,1,0
Martha_Barcena,17655,924,1,0
mercados_SUL,4108,429,1,1
Mariu41Maria,214,1526,2,0
hairoderi,105,290,1,0
JezitaE,352,1079,1,0
juancatoledo,286,1031,1,0
catimier,1328,372,1,0
MaggieGiuria,1016,661,1,0
IvanParro1,81,130,2,0
RICARDOCARBO,616,1641,1,0
marrianchi,102,337,1,0
DharmaFactory,129,405,0,1
BECREA_Almeria,755,716,1,0
_SSILVAV,664,894,1,0
neuscm3,191,556,2,0
iriolmos,141,108,1,1
Victoriano_SA,145,199,1,0
alfonsomarquezf,1202,2059,1,0
jmbarco,839,2278,1,0
ana_msanjurjo,602,1005,1,0
EncarniMMSS,4485,5001,1,0
fatijimenezg,30,57,1,0
R_Empresa,729,1154,0,1
negrita73bn,834,582,3,0
anamiriamrivera,637,1100,1,0
marutipapaleo,769,519,1,0
RSExuntagalicia,3057,1073,1,1
JuanArielHerre3,94,36,1,0
SanJeronimoC_mx,367,443,0,1
RBissio,884,726,0,1
pablo_lopez,2691,4405,0,1
todoestoro,13,28,1,0
ciapemnacional,1695,561,1,0
ColoresRincon,91,240,1,0
VictorAmin30,647,1393,6,0
cecytehtlanchi,654,169,3,0
BarbaritaFree,126,266,1,0
ECOTERRAE,267,589,0,2
marisaugtpv,640,1188,2,0
MaratonCuentosG,2043,878,1,0
MilenaLeivi,332,455,1,0
EsmEcheverria,37,55,1,0
CiudadManizales,25344,1175,1,0
FManz18,181,183,1,0
itzkatmontanez,66,202,1,0
mapigade,646,617,2,0
Dircom_CEOE,2286,927,3,3
RosaJim20455762,143,103,1,0
CarlosLpez25,226,787,1,0
AlexitaSS26,496,1875,4,0
jcaballeromar,199,496,1,0
MartaAlvaroG,2105,2599,1,0
NinaMadre,573,153,3,0
CerveceraCAN,1618,314,6,0
Peekaboo_e,60,223,1,0
joantxo,8172,907,0,2
Cucu_28,734,1151,1,0
zamconsultor,476,531,2,0
FretzerBorges,515,779,0,1
IdentidadCcs,6686,1885,1,0
ErikVergel,1121,2646,1,0
SaritaR05,292,621,0,2
agdagira,2152,2667,0,2
PrietoOlivia,180,317,1,0
CONGDCyL,1610,187,1,0
quinterogalvis,459,2068,1,0
monixette,9237,4202,1,0
Nutripeople_org,63,203,0,3
JCarlosMedranoM,5756,1052,1,0
_Angel_Roman,2587,991,1,0
Matriarkisse,491,1095,0,2
Comunidad_AEDH,13618,7129,1,0
RubenRizo_Cs,60,262,1,0
4magics,250,130,0,1
Mides_RRII,2176,1109,7,0
makesenseMexico,399,163,0,1
containerinnmx,88,170,1,0
RES2masU,216,141,2,1
tatanGeorge,1588,2959,2,0
devmultilateral,114,110,0,2
Josep_Falco,691,1169,1,0
quiroz979,69,415,2,0
GalleguillosC,69,160,1,0
ecu911sambo,83057,1383,1,0
Orienta_FP,1943,2112,1,0
Kasaka_Systems,367,550,1,0
EGM34,32,219,1,0
bibironia77,19,69,1,0
pilices,91,301,1,0
jagg66,840,2078,10,0
jadoax,235,802,1,0
rafaromegarcia,1167,4971,2,0
AndreBastidasR,598,854,1,0
BCorpSpain,3804,2009,1,0
ILPeinclusiva,3771,3602,0,1
accion_verapaz,550,682,2,0
ehlabe,586,197,1,0
PaquiGodinoRoca,337,421,4,7
MaritaAva,631,1164,3,0
libelula999,290,310,1,0
PardoSalud,3191,3522,1,0
meia30,2450,3239,1,1
CesarBejarano21,1531,1909,1,0
CruzRojaCordoba,4450,489,4,4
jmenkos,9893,1510,1,0
aaperlop,1400,612,0,1
SociedadCivil13,925,1068,1,0
chus_vargas,63,73,1,0
oswaldogalet,441,556,1,0
Con25385151,385,486,1,0
MAPFRE,43853,1907,1,4
FernandoArizaR,156,114,1,0
KilliamArgoteMD,423,552,0,2
APanequeMalaga,105,290,1,0
HasbunAlex,402,103,0,1
noguera_30,119,393,1,0
PSordasCordoba,602,155,1,0
casas_maika,350,871,1,0
SEDESOH_GobOax,11137,370,6,9
Migueldiezsanjo,448,758,18,0
puerto,4616,4048,1,0
avedamCV,821,207,1,0
MAELosRios_Ec,1409,576,1,0
IdCanelones,9599,432,0,4
MariuMartini_,346,516,0,1
avmerelo,471,1177,1,0
TagwikiEs,534,1218,1,0
antoniaarroyo,11318,4856,2,0
CamareroConchi,549,227,2,0
benacazon,1716,1450,0,1
pdguerriero,171,899,1,0
Jesus_P_Cam,45,165,1,0
gromanog,471,392,1,0
pavlvstc,2046,324,1,0
ouad_unizar,536,980,1,0
pachudamiann,12,76,1,0
msborque,209,158,1,0
Peru_2021,6982,1588,0,2
jacintorm,103,193,1,0
Montijano,7916,1852,15,0
quintaporrua,135,34,0,2
MariaLuisa_MX,205,108,0,2
pitirrojo,784,1052,1,2
teresadiazg,580,1285,1,0
_ICCL_,793,206,1,0
EAPNes,12505,2208,5,2
BraverJessica,278,155,2,0
ConsueloCarran7,4,36,1,0
jlseto,661,288,1,0
FruttiRuthy,4,97,1,0
librosDominican,5879,5686,1,0
CamilaZepedaL,1505,206,1,0
jorgeheinel,14287,3700,1,0
caixapopular,2951,602,1,0
Cofide_Peru,2297,428,0,1
ViceRDo,137051,911,2,6
ipereda,1307,762,1,0
Horacio59975736,109,100,1,0
FJavier_Murillo,382,279,1,0
lopezgongora2,412,923,1,0
MedioSurVe,1097,724,1,0
oscuriosa,389,1183,1,0
saraesmu,613,338,2,0
ileanapinedam,693,701,0,1
marafaele,51,125,1,0
CruzRojaCV,5055,620,1,0
jramiroperez,4602,4625,1,0
senadoba,135,388,1,0
SprintbaseB,492,9,1,0
luisaereyes,361,263,1,0
e_health_,3071,864,1,0
LluisaMoretSabi,4175,4868,1,0
EBienComun,6835,1001,2,0
dealdecoatl,369,603,2,1
jbusquets,105,252,1,0
iconoclasta_mx,1678,1601,2,0
ies_luisvives,366,133,1,0
ActivH2O,38,66,0,1
aspidlleida,981,733,1,0
CisneYessC,34,299,1,0
erkide,231,158,1,0
sarkapress,677,550,1,0
glo_ri_sa_,283,1987,1,0
FashionistasLP,132,205,1,0
davidcastroSM,3377,2912,1,0
gemasanzs,1723,1408,2,0
MoritzBarcelona,54972,7132,1,0
ChemaMartinez63,1968,1729,1,0
GomezElisea,6,15,2,0
GrupoCaribeUCV,130,32,1,0
chidambara09,4730,13,2,0
UNFPAPy,2090,1450,2,0
MaraGua78675013,1,28,0,1
mfidelramos,314,444,1,0
CETAQUA,4085,684,0,1
AMBACMEXICO,691,477,0,1
gitanos_org,14127,3265,3,0
gringolopre,842,1818,1,0
AlbaaaMY,102,84,1,0
Videar,123,436,1,0
Pregonera7,1282,1514,1,0
UPSUP10,115,391,0,1
UNIVALeon,981,35,0,1
erandijj,77,68,1,0
CircularCrop,414,2030,1,0
covalcon,1376,5000,1,3
Educa_DotCom,35,46,1,0
Angelssoriano74,5206,4327,8,2
flavhernandez,313,746,1,0
JCHR19201,46,353,1,0
MedinaSagardoy,513,680,1,0
contrerassangie,32,300,2,0
redondoenred,1392,606,1,1
ACCIONA_CL,2067,303,1,8
julioandrade_ru,7838,7848,8,4
lucia_setien,171,278,1,0
CHGuadalquivir,4487,537,2,0
ChiquilloBarber,5179,2724,2,2
MartxeliMugica,244,245,1,0
casaldonalleida,296,249,2,0
ClaudiHullenaar,620,1701,0,1
mjgalvezcardona,1370,996,1,0
AlejandroTilca,109,881,0,6
golenorsai,415,664,1,0
noemiquevedo,232,433,1,0
GuiasArgentinas,1367,175,1,0
molcru,9695,7015,3,0
Adrian46Vazquez,860,797,1,0
FernandoCameras,2012,2200,1,0
anai_tic,136,337,2,0
Statick_ds,1761,530,3,0
CLIL4SDGs,341,1559,0,1
IgualdadyRSU_UC,427,940,0,2
conpymeSpain,2558,3890,1,0
Martha_Alban,158,187,1,0
ccnn_CFIEVA,264,115,4,0
juliettegh,95,511,1,0
TamiFarre,1156,1193,0,1
romipeon,90,134,1,0
on_alergias,1739,997,1,0
LucianoLM4,29,425,1,0
adriasen_,479,86,2,1
Ajimenezpiernas,76,83,1,0
Yasmany_GarciaR,77,64,0,1
peatondelanube,478,305,1,0
pojoaju,1412,1139,1,0
abeloqui,587,1845,1,0
empleogob,138905,956,0,1
acaire_oficial,689,759,0,1
ACDIargentina,319,90,0,1
DavidRiveroAl,84,108,1,0
germangranda,5761,703,27,5
goteofunding,24095,18144,3,1
JonathanGR7,722,441,1,0
Valentina_Moril,132,163,1,0
fuertehoteles,7707,847,1,1
ACCION_Empresas,15824,6969,1,0
elisaac94,413,388,1,0
herbasluisalber,189,320,0,1
ricardonauto,210,273,2,0
pmartinezucr,1113,2255,2,0
EnAssociation,66,743,1,0
artesalinasec,107,859,1,0
Egalvanlt,790,167,2,0
MaraJosRamrez13,254,345,1,0
MCorajeONGD,1362,1086,0,1
MarianaMolinaGo,638,1746,1,0
ardri63,11,64,2,0
ArmelaDi,994,430,1,0
CECyTEAtlapexco,815,180,1,0
BRFRAISA,413,943,1,1
silvianane,686,1546,1,0
AlmagroCarmen,356,974,1,0
ResonnanceEs,493,561,1,0
OIT_ES,3853,693,0,2
playamexico,86,214,2,0
_PaulaaPerez,307,414,0,1
SisaMarcela,842,331,1,0
SomosSocya,1806,1061,0,2
bichobichejo,2118,2156,1,0
GtcPat,127,252,1,0
Ineco_es,2249,504,1,1
OrlandoNunezA,42,8,0,1
yohdt,16,32,1,0
BeateStiro,881,408,0,1
DesastresNo,434,1107,4,0
BerthaAlbarran,353,1142,1,0
SDSNMexico,90,5,1,0
healthdevice,5817,10,1,0
NorbertoValU,109,211,1,0
GaliciaSostible,777,198,2,5
BibianaAtala,138,450,1,0
blank5413,361,1181,1,0
ernestovelasco,1087,3061,1,0
AsunLopez_,344,638,1,0
perezamora,759,897,1,0
3duardoFG,583,2935,1,0
jornaldomacico,1650,5002,1,0
EmbEspFinlandia,1769,400,1,0
JulioAgrado,1088,1080,1,0
ICL_Foundation,406,1071,0,1
Fabhiola_Meva,204,73,1,0
EncarnaBenitez,619,944,1,0
mgalonsok,683,856,1,0
MiguelHigueraD2,22,68,1,0
iroser_RSE,7314,7922,7,4
ecoevica,79,177,1,0
estebandemanuel,4515,3634,0,1
bonanno_gustavo,6,6,1,0
lina_tami,517,824,1,0
Nayeli_093,10,118,1,0
BBVAProvincial,430038,11,1,0
JJColinaMunoz,50,130,1,0
AliciaMartinF,846,1538,2,0
gpereze,749,895,1,0
MaraRod04598706,28,36,2,0
posestamosbien,1722,305,1,0
NaranjoVladimir,192,336,1,0
camilamgm18,74,321,1,0
Packnet_,2076,993,2,0
Ana8a_2111,179,798,1,0
14marcelagomez,343,746,2,0
federicoosorio7,535,408,2,0
EmbEspAbuja,2190,521,0,1
AuroraBustama17,17,20,2,0
ecoliever,532,1050,1,0
Synertrade_Es,141,190,1,0
cpejea,519,198,1,0
acanero,613,457,1,0
CambiemosMsur,118,242,1,0
PanneflekCarlos,15,241,2,0
claususoto,726,1327,1,0
FPVMus,2366,1939,1,0
RosaMarquezRome,40,132,1,0
UlahaJosephI,1015,5000,1,0
victormexeguer,904,533,3,1
CADIMESALUD,789,942,0,3
AfricaSupporter,1502,3090,3,0
PcccOficial,2307,581,1,0
MximoHernndez1,101,151,1,0
gobdecordoba,153826,207,2,0
omaralpuche,3833,365,2,0
Agenda2030Esp,12507,713,5,9
PierreLebret,2813,4119,1,0
caminosdelvino,1472,251,0,1
mavrahechoncasa,1023,276,0,1
AECID_es,47381,2911,2,3
PDDHElSalvador,44748,1197,1,0
HoliCristina,107,90,1,0
djherreram,507,4962,1,0
IberoEmprende,2470,3775,1,0
ideasysalud,1522,2168,2,0
maribelgomezga2,131,306,1,0
atcm_m,13,7,1,0
andresvinces,766,454,1,0
warxman,494,595,0,1
Lidicastillos,110,152,1,0
miguel66_lv,96,428,1,0
enormestudio,1164,2350,1,0
CarlosGGlz,386,708,1,0
directiva_sipef,625,1032,0,1
cpsimon59,226,158,1,0
Beatriz_Ovejer,139,255,3,1
ing_sandraperez,284,779,1,0
kalydoscopio,383,1327,0,1
PaulaManquemil2,124,784,1,0
Geografia_UZ,783,126,1,0
figueraslm,621,484,2,0
ClimaxNTN24,6116,5283,7,0
cite_ec,1441,277,0,1
MAEZamoraCh,3035,435,1,0
Acevalmx,1593,334,1,0
PinillaValdes,891,1245,1,0
ProyectoSeda,109,101,0,1
MayellaLloyd,11923,939,1,0
mercaderd,332,617,2,0
rigocarvallo,1514,1518,0,1
mariaheraldez,593,244,1,0
rosi_gareca,76,83,1,0
yircasteno,70,142,2,0
claudioperez321,5,47,2,0
PamelaRoseroS,78,168,3,0
lapollislicona,103,104,1,0
nesiforum,4701,2526,7,0
Josu_Ansoleaga,46,314,1,0
gerardoarroyo,285,251,1,0
cifelanuza,1930,136,2,0
vinuales81,7773,5586,3,1
la_figurita,81,204,1,0
AnaSanJulian1,51,121,1,0
VictoriaTB,309,464,1,0
r_copete,1724,502,0,1
star__gz,924,218,9,0
SmartTalentUY,4753,921,1,0
alfredobateman,2922,814,2,0
CEOEAragon,7079,1245,2,0
OTGuadalupe,1240,629,2,0
esTUlankide,2012,1839,1,0
EvaEulate,333,741,1,0
AbcElisa,135,607,1,0
aleithya_md,613,1712,1,0
CECyTEHMR,884,217,1,0
dr_trauma1,2880,1791,1,0
RoGuimer,264,204,1,0
redespanola,11860,5760,1,4
choleii2,29,71,1,0
ceres_ecuador,3166,688,0,19
TurismoMqz,329,131,1,0
JuventudLAC_MX,605,891,0,1
PefcUruguay,55,34,1,0
itziarlopez_,1518,839,1,0
IreSchiavon,1537,856,1,1
antoniabordas,774,1317,1,0
prevenorp,2396,223,5,1
francis56231646,16,82,2,0
verdesdigitales,995,595,0,1
rafaelfroldan,2610,1287,1,0
TM_Kres,60,165,3,0
eleonpalmero,288,922,1,0
Barcava83,355,223,1,0
